target,beta,method_key,step,sample_idx,seq_len_full,seq_len_semantic,tokens_full_json,tokens_semantic_json
In-Distribution,10,exact_guidance_u,221,0,98,97,"[129, 51, 59, 89, 96, 106, 101, 110, 117, 127, 127, 127, 127, 124, 107, 102, 80, 69, 67, 44, 42, 28, 23, 26, 0, 2, 0, 0, 0, 6, 11, 14, 29, 41, 49, 63, 68, 89, 109, 127, 127, 127, 127, 122, 127, 123, 121, 109, 110, 103, 83, 95, 63, 42, 31, 4, 1, 0, 5, 9, 2, 2, 17, 23, 33, 39, 47, 76, 88, 89, 102, 103, 119, 127, 127, 125, 117, 127, 116, 107, 98, 88, 73, 65, 61, 37, 37, 19, 6, 0, 4, 0, 0, 8, 0, 11, 9, 13]","[51, 59, 89, 96, 106, 101, 110, 117, 127, 127, 127, 127, 124, 107, 102, 80, 69, 67, 44, 42, 28, 23, 26, 0, 2, 0, 0, 0, 6, 11, 14, 29, 41, 49, 63, 68, 89, 109, 127, 127, 127, 127, 122, 127, 123, 121, 109, 110, 103, 83, 95, 63, 42, 31, 4, 1, 0, 5, 9, 2, 2, 17, 23, 33, 39, 47, 76, 88, 89, 102, 103, 119, 127, 127, 125, 117, 127, 116, 107, 98, 88, 73, 65, 61, 37, 37, 19, 6, 0, 4, 0, 0, 8, 0, 11, 9, 13]"
In-Distribution,10,exact_guidance_u,222,0,98,97,"[129, 51, 59, 89, 96, 106, 101, 110, 117, 127, 127, 127, 127, 124, 107, 102, 80, 69, 67, 44, 42, 28, 23, 26, 0, 2, 0, 0, 0, 6, 11, 14, 29, 41, 49, 63, 68, 89, 109, 127, 127, 127, 127, 122, 127, 123, 121, 109, 110, 103, 83, 95, 63, 42, 31, 4, 1, 0, 5, 9, 2, 2, 17, 23, 33, 39, 47, 76, 88, 89, 102, 103, 119, 127, 127, 125, 117, 127, 116, 107, 98, 88, 73, 65, 61, 37, 37, 19, 6, 0, 4, 0, 0, 8, 0, 11, 9, 13]","[51, 59, 89, 96, 106, 101, 110, 117, 127, 127, 127, 127, 124, 107, 102, 80, 69, 67, 44, 42, 28, 23, 26, 0, 2, 0, 0, 0, 6, 11, 14, 29, 41, 49, 63, 68, 89, 109, 127, 127, 127, 127, 122, 127, 123, 121, 109, 110, 103, 83, 95, 63, 42, 31, 4, 1, 0, 5, 9, 2, 2, 17, 23, 33, 39, 47, 76, 88, 89, 102, 103, 119, 127, 127, 125, 117, 127, 116, 107, 98, 88, 73, 65, 61, 37, 37, 19, 6, 0, 4, 0, 0, 8, 0, 11, 9, 13]"
In-Distribution,10,exact_guidance_u,223,0,98,97,"[129, 51, 59, 89, 96, 106, 101, 110, 117, 127, 127, 127, 127, 124, 107, 102, 80, 69, 67, 44, 42, 28, 23, 26, 0, 2, 0, 0, 0, 6, 11, 14, 29, 41, 49, 63, 68, 89, 109, 127, 127, 127, 127, 122, 127, 123, 121, 109, 110, 103, 83, 95, 63, 42, 31, 4, 1, 0, 5, 9, 2, 2, 17, 23, 33, 39, 47, 76, 88, 89, 102, 103, 119, 127, 127, 125, 117, 127, 116, 107, 98, 88, 73, 65, 61, 37, 37, 19, 6, 0, 4, 0, 0, 8, 0, 11, 9, 13]","[51, 59, 89, 96, 106, 101, 110, 117, 127, 127, 127, 127, 124, 107, 102, 80, 69, 67, 44, 42, 28, 23, 26, 0, 2, 0, 0, 0, 6, 11, 14, 29, 41, 49, 63, 68, 89, 109, 127, 127, 127, 127, 122, 127, 123, 121, 109, 110, 103, 83, 95, 63, 42, 31, 4, 1, 0, 5, 9, 2, 2, 17, 23, 33, 39, 47, 76, 88, 89, 102, 103, 119, 127, 127, 125, 117, 127, 116, 107, 98, 88, 73, 65, 61, 37, 37, 19, 6, 0, 4, 0, 0, 8, 0, 11, 9, 13]"
In-Distribution,10,exact_guidance_u,224,0,98,97,"[129, 51, 59, 89, 96, 106, 101, 110, 117, 127, 127, 127, 127, 124, 107, 102, 80, 69, 67, 44, 42, 28, 23, 26, 0, 2, 0, 0, 0, 6, 11, 14, 29, 41, 49, 63, 68, 89, 109, 127, 127, 127, 127, 122, 127, 123, 121, 109, 110, 103, 83, 95, 63, 42, 31, 4, 1, 0, 5, 9, 2, 2, 17, 23, 33, 39, 47, 76, 88, 89, 102, 103, 119, 127, 127, 125, 117, 127, 116, 107, 98, 88, 73, 65, 61, 37, 37, 19, 6, 0, 4, 0, 0, 8, 0, 11, 9, 13]","[51, 59, 89, 96, 106, 101, 110, 117, 127, 127, 127, 127, 124, 107, 102, 80, 69, 67, 44, 42, 28, 23, 26, 0, 2, 0, 0, 0, 6, 11, 14, 29, 41, 49, 63, 68, 89, 109, 127, 127, 127, 127, 122, 127, 123, 121, 109, 110, 103, 83, 95, 63, 42, 31, 4, 1, 0, 5, 9, 2, 2, 17, 23, 33, 39, 47, 76, 88, 89, 102, 103, 119, 127, 127, 125, 117, 127, 116, 107, 98, 88, 73, 65, 61, 37, 37, 19, 6, 0, 4, 0, 0, 8, 0, 11, 9, 13]"
In-Distribution,10,exact_guidance_u,225,0,98,97,"[129, 51, 59, 89, 96, 106, 101, 110, 117, 127, 127, 127, 127, 124, 107, 102, 80, 69, 67, 44, 42, 28, 23, 26, 0, 2, 0, 0, 0, 6, 11, 14, 29, 41, 49, 63, 68, 89, 109, 127, 127, 127, 127, 122, 127, 123, 121, 109, 110, 103, 83, 95, 63, 42, 31, 4, 1, 0, 5, 9, 2, 2, 17, 23, 33, 39, 47, 76, 88, 89, 102, 103, 119, 127, 127, 125, 117, 127, 116, 107, 98, 88, 73, 65, 61, 37, 37, 19, 6, 0, 4, 0, 0, 8, 0, 11, 9, 13]","[51, 59, 89, 96, 106, 101, 110, 117, 127, 127, 127, 127, 124, 107, 102, 80, 69, 67, 44, 42, 28, 23, 26, 0, 2, 0, 0, 0, 6, 11, 14, 29, 41, 49, 63, 68, 89, 109, 127, 127, 127, 127, 122, 127, 123, 121, 109, 110, 103, 83, 95, 63, 42, 31, 4, 1, 0, 5, 9, 2, 2, 17, 23, 33, 39, 47, 76, 88, 89, 102, 103, 119, 127, 127, 125, 117, 127, 116, 107, 98, 88, 73, 65, 61, 37, 37, 19, 6, 0, 4, 0, 0, 8, 0, 11, 9, 13]"
In-Distribution,10,exact_guidance_u,226,0,98,97,"[129, 51, 59, 89, 96, 106, 101, 110, 117, 127, 127, 127, 127, 124, 107, 102, 80, 69, 67, 44, 42, 28, 23, 26, 0, 2, 0, 0, 0, 6, 11, 14, 29, 41, 49, 63, 68, 89, 109, 127, 127, 127, 127, 122, 127, 123, 121, 109, 110, 103, 83, 95, 63, 42, 31, 4, 1, 0, 5, 9, 2, 2, 17, 23, 33, 39, 47, 76, 88, 89, 102, 103, 119, 127, 127, 125, 117, 127, 116, 107, 98, 88, 73, 65, 61, 37, 37, 19, 6, 0, 4, 0, 0, 8, 0, 11, 9, 13]","[51, 59, 89, 96, 106, 101, 110, 117, 127, 127, 127, 127, 124, 107, 102, 80, 69, 67, 44, 42, 28, 23, 26, 0, 2, 0, 0, 0, 6, 11, 14, 29, 41, 49, 63, 68, 89, 109, 127, 127, 127, 127, 122, 127, 123, 121, 109, 110, 103, 83, 95, 63, 42, 31, 4, 1, 0, 5, 9, 2, 2, 17, 23, 33, 39, 47, 76, 88, 89, 102, 103, 119, 127, 127, 125, 117, 127, 116, 107, 98, 88, 73, 65, 61, 37, 37, 19, 6, 0, 4, 0, 0, 8, 0, 11, 9, 13]"
In-Distribution,10,exact_guidance_u,227,0,98,97,"[129, 51, 59, 89, 96, 106, 101, 110, 117, 127, 127, 127, 127, 124, 107, 102, 80, 69, 67, 44, 42, 28, 23, 26, 0, 2, 0, 0, 0, 6, 11, 14, 29, 41, 49, 63, 68, 89, 109, 127, 127, 127, 127, 122, 127, 123, 121, 109, 110, 103, 83, 95, 63, 42, 31, 4, 1, 0, 5, 9, 2, 2, 17, 23, 33, 39, 47, 76, 88, 89, 102, 103, 119, 127, 127, 125, 117, 127, 116, 107, 98, 88, 73, 65, 61, 37, 37, 19, 6, 0, 4, 0, 0, 8, 0, 11, 9, 13]","[51, 59, 89, 96, 106, 101, 110, 117, 127, 127, 127, 127, 124, 107, 102, 80, 69, 67, 44, 42, 28, 23, 26, 0, 2, 0, 0, 0, 6, 11, 14, 29, 41, 49, 63, 68, 89, 109, 127, 127, 127, 127, 122, 127, 123, 121, 109, 110, 103, 83, 95, 63, 42, 31, 4, 1, 0, 5, 9, 2, 2, 17, 23, 33, 39, 47, 76, 88, 89, 102, 103, 119, 127, 127, 125, 117, 127, 116, 107, 98, 88, 73, 65, 61, 37, 37, 19, 6, 0, 4, 0, 0, 8, 0, 11, 9, 13]"
In-Distribution,10,exact_guidance_u,228,0,98,97,"[129, 51, 59, 89, 96, 106, 101, 110, 117, 127, 127, 127, 127, 124, 107, 102, 80, 69, 67, 44, 42, 28, 23, 26, 0, 2, 0, 0, 0, 6, 11, 14, 29, 41, 49, 63, 68, 89, 109, 127, 127, 127, 127, 122, 127, 123, 121, 109, 110, 103, 83, 95, 63, 42, 31, 4, 1, 0, 5, 9, 2, 2, 17, 23, 33, 39, 47, 76, 88, 89, 102, 103, 119, 127, 127, 125, 117, 127, 116, 107, 98, 88, 73, 65, 61, 37, 37, 19, 6, 0, 4, 0, 0, 8, 0, 11, 9, 13]","[51, 59, 89, 96, 106, 101, 110, 117, 127, 127, 127, 127, 124, 107, 102, 80, 69, 67, 44, 42, 28, 23, 26, 0, 2, 0, 0, 0, 6, 11, 14, 29, 41, 49, 63, 68, 89, 109, 127, 127, 127, 127, 122, 127, 123, 121, 109, 110, 103, 83, 95, 63, 42, 31, 4, 1, 0, 5, 9, 2, 2, 17, 23, 33, 39, 47, 76, 88, 89, 102, 103, 119, 127, 127, 125, 117, 127, 116, 107, 98, 88, 73, 65, 61, 37, 37, 19, 6, 0, 4, 0, 0, 8, 0, 11, 9, 13]"
In-Distribution,10,exact_guidance_u,229,0,98,97,"[129, 51, 59, 89, 96, 106, 101, 110, 117, 127, 127, 127, 127, 124, 107, 102, 80, 69, 67, 44, 42, 28, 23, 26, 0, 2, 0, 0, 0, 6, 11, 14, 29, 41, 49, 63, 68, 89, 109, 127, 127, 127, 127, 122, 127, 123, 121, 109, 110, 103, 83, 95, 63, 42, 31, 4, 1, 0, 5, 9, 2, 2, 17, 23, 33, 39, 47, 76, 88, 89, 102, 103, 119, 127, 127, 125, 117, 127, 116, 107, 98, 88, 73, 65, 61, 37, 37, 19, 6, 0, 4, 0, 0, 8, 0, 11, 9, 13]","[51, 59, 89, 96, 106, 101, 110, 117, 127, 127, 127, 127, 124, 107, 102, 80, 69, 67, 44, 42, 28, 23, 26, 0, 2, 0, 0, 0, 6, 11, 14, 29, 41, 49, 63, 68, 89, 109, 127, 127, 127, 127, 122, 127, 123, 121, 109, 110, 103, 83, 95, 63, 42, 31, 4, 1, 0, 5, 9, 2, 2, 17, 23, 33, 39, 47, 76, 88, 89, 102, 103, 119, 127, 127, 125, 117, 127, 116, 107, 98, 88, 73, 65, 61, 37, 37, 19, 6, 0, 4, 0, 0, 8, 0, 11, 9, 13]"
In-Distribution,10,exact_guidance_u,230,0,98,97,"[129, 51, 59, 89, 96, 106, 101, 110, 117, 127, 127, 127, 127, 124, 107, 102, 80, 69, 67, 44, 42, 28, 23, 26, 0, 2, 0, 0, 0, 6, 11, 14, 29, 41, 49, 63, 68, 89, 109, 127, 127, 127, 127, 122, 127, 123, 121, 109, 110, 103, 83, 95, 63, 42, 31, 4, 1, 0, 5, 9, 2, 2, 17, 23, 33, 39, 47, 76, 88, 89, 102, 103, 119, 127, 127, 125, 117, 127, 116, 107, 98, 88, 73, 65, 61, 37, 37, 19, 6, 0, 4, 0, 0, 8, 0, 11, 9, 13]","[51, 59, 89, 96, 106, 101, 110, 117, 127, 127, 127, 127, 124, 107, 102, 80, 69, 67, 44, 42, 28, 23, 26, 0, 2, 0, 0, 0, 6, 11, 14, 29, 41, 49, 63, 68, 89, 109, 127, 127, 127, 127, 122, 127, 123, 121, 109, 110, 103, 83, 95, 63, 42, 31, 4, 1, 0, 5, 9, 2, 2, 17, 23, 33, 39, 47, 76, 88, 89, 102, 103, 119, 127, 127, 125, 117, 127, 116, 107, 98, 88, 73, 65, 61, 37, 37, 19, 6, 0, 4, 0, 0, 8, 0, 11, 9, 13]"
In-Distribution,10,exact_guidance_u,231,0,98,97,"[129, 51, 59, 89, 96, 106, 101, 110, 117, 127, 127, 127, 127, 124, 107, 102, 80, 69, 67, 44, 42, 28, 23, 26, 0, 2, 0, 0, 0, 6, 11, 14, 29, 41, 49, 63, 68, 89, 109, 127, 127, 127, 127, 122, 127, 123, 121, 109, 110, 103, 83, 95, 63, 42, 31, 4, 1, 0, 5, 9, 2, 2, 17, 23, 33, 39, 47, 76, 88, 89, 102, 103, 119, 127, 127, 125, 117, 127, 116, 107, 98, 88, 73, 65, 61, 37, 37, 19, 6, 0, 4, 0, 0, 8, 0, 11, 9, 13]","[51, 59, 89, 96, 106, 101, 110, 117, 127, 127, 127, 127, 124, 107, 102, 80, 69, 67, 44, 42, 28, 23, 26, 0, 2, 0, 0, 0, 6, 11, 14, 29, 41, 49, 63, 68, 89, 109, 127, 127, 127, 127, 122, 127, 123, 121, 109, 110, 103, 83, 95, 63, 42, 31, 4, 1, 0, 5, 9, 2, 2, 17, 23, 33, 39, 47, 76, 88, 89, 102, 103, 119, 127, 127, 125, 117, 127, 116, 107, 98, 88, 73, 65, 61, 37, 37, 19, 6, 0, 4, 0, 0, 8, 0, 11, 9, 13]"
In-Distribution,10,exact_guidance_u,232,0,98,97,"[129, 51, 59, 89, 96, 106, 101, 110, 117, 127, 127, 127, 127, 124, 107, 102, 80, 69, 67, 44, 42, 28, 23, 26, 0, 2, 0, 0, 0, 6, 11, 14, 29, 41, 49, 63, 68, 89, 109, 127, 127, 127, 127, 122, 127, 123, 121, 109, 110, 103, 83, 95, 63, 42, 31, 4, 1, 0, 5, 9, 2, 2, 17, 23, 33, 39, 47, 76, 88, 89, 102, 103, 119, 127, 127, 125, 117, 127, 116, 107, 98, 88, 73, 65, 61, 37, 37, 19, 6, 0, 4, 0, 0, 8, 0, 11, 9, 13]","[51, 59, 89, 96, 106, 101, 110, 117, 127, 127, 127, 127, 124, 107, 102, 80, 69, 67, 44, 42, 28, 23, 26, 0, 2, 0, 0, 0, 6, 11, 14, 29, 41, 49, 63, 68, 89, 109, 127, 127, 127, 127, 122, 127, 123, 121, 109, 110, 103, 83, 95, 63, 42, 31, 4, 1, 0, 5, 9, 2, 2, 17, 23, 33, 39, 47, 76, 88, 89, 102, 103, 119, 127, 127, 125, 117, 127, 116, 107, 98, 88, 73, 65, 61, 37, 37, 19, 6, 0, 4, 0, 0, 8, 0, 11, 9, 13]"
In-Distribution,10,exact_guidance_u,233,0,98,97,"[129, 51, 59, 89, 96, 106, 101, 110, 117, 127, 127, 127, 127, 124, 107, 102, 80, 69, 67, 44, 42, 28, 23, 26, 0, 2, 0, 0, 0, 6, 11, 14, 29, 41, 49, 63, 68, 89, 109, 127, 127, 127, 127, 122, 127, 123, 121, 109, 110, 103, 83, 95, 63, 42, 31, 4, 1, 0, 5, 9, 2, 2, 17, 23, 33, 39, 47, 76, 88, 89, 102, 103, 119, 127, 127, 125, 117, 127, 116, 107, 98, 88, 73, 65, 61, 37, 37, 19, 6, 0, 4, 0, 0, 8, 0, 11, 9, 13]","[51, 59, 89, 96, 106, 101, 110, 117, 127, 127, 127, 127, 124, 107, 102, 80, 69, 67, 44, 42, 28, 23, 26, 0, 2, 0, 0, 0, 6, 11, 14, 29, 41, 49, 63, 68, 89, 109, 127, 127, 127, 127, 122, 127, 123, 121, 109, 110, 103, 83, 95, 63, 42, 31, 4, 1, 0, 5, 9, 2, 2, 17, 23, 33, 39, 47, 76, 88, 89, 102, 103, 119, 127, 127, 125, 117, 127, 116, 107, 98, 88, 73, 65, 61, 37, 37, 19, 6, 0, 4, 0, 0, 8, 0, 11, 9, 13]"
In-Distribution,10,exact_guidance_u,234,0,98,97,"[129, 51, 59, 89, 96, 106, 101, 110, 117, 127, 127, 127, 127, 124, 107, 102, 80, 69, 67, 44, 42, 28, 23, 26, 0, 2, 0, 0, 0, 6, 11, 14, 29, 41, 49, 63, 68, 89, 109, 127, 127, 127, 127, 122, 127, 123, 121, 109, 110, 103, 83, 95, 63, 42, 31, 4, 1, 0, 5, 9, 2, 2, 17, 23, 33, 39, 47, 76, 88, 89, 102, 103, 119, 127, 127, 125, 117, 127, 116, 107, 98, 88, 73, 65, 61, 37, 37, 19, 6, 0, 4, 0, 0, 8, 0, 11, 9, 13]","[51, 59, 89, 96, 106, 101, 110, 117, 127, 127, 127, 127, 124, 107, 102, 80, 69, 67, 44, 42, 28, 23, 26, 0, 2, 0, 0, 0, 6, 11, 14, 29, 41, 49, 63, 68, 89, 109, 127, 127, 127, 127, 122, 127, 123, 121, 109, 110, 103, 83, 95, 63, 42, 31, 4, 1, 0, 5, 9, 2, 2, 17, 23, 33, 39, 47, 76, 88, 89, 102, 103, 119, 127, 127, 125, 117, 127, 116, 107, 98, 88, 73, 65, 61, 37, 37, 19, 6, 0, 4, 0, 0, 8, 0, 11, 9, 13]"
In-Distribution,10,exact_guidance_u,235,0,98,97,"[129, 51, 59, 89, 96, 106, 101, 110, 117, 127, 127, 127, 127, 124, 107, 102, 80, 69, 67, 44, 42, 28, 23, 26, 0, 2, 0, 0, 0, 6, 11, 14, 29, 41, 49, 63, 68, 89, 109, 127, 127, 127, 127, 122, 127, 123, 121, 109, 110, 103, 83, 95, 63, 42, 31, 4, 1, 0, 5, 9, 2, 2, 17, 23, 33, 39, 47, 76, 88, 89, 102, 103, 119, 127, 127, 125, 117, 127, 116, 107, 98, 88, 73, 65, 61, 37, 37, 19, 6, 0, 4, 0, 0, 8, 0, 11, 9, 13]","[51, 59, 89, 96, 106, 101, 110, 117, 127, 127, 127, 127, 124, 107, 102, 80, 69, 67, 44, 42, 28, 23, 26, 0, 2, 0, 0, 0, 6, 11, 14, 29, 41, 49, 63, 68, 89, 109, 127, 127, 127, 127, 122, 127, 123, 121, 109, 110, 103, 83, 95, 63, 42, 31, 4, 1, 0, 5, 9, 2, 2, 17, 23, 33, 39, 47, 76, 88, 89, 102, 103, 119, 127, 127, 125, 117, 127, 116, 107, 98, 88, 73, 65, 61, 37, 37, 19, 6, 0, 4, 0, 0, 8, 0, 11, 9, 13]"
In-Distribution,10,exact_guidance_u,236,0,98,97,"[129, 51, 59, 89, 96, 106, 101, 110, 117, 127, 127, 127, 127, 124, 107, 102, 80, 69, 67, 44, 42, 28, 23, 26, 0, 2, 0, 0, 0, 6, 11, 14, 29, 41, 49, 63, 68, 89, 109, 127, 127, 127, 127, 122, 127, 123, 121, 109, 110, 103, 83, 95, 63, 42, 31, 4, 1, 0, 5, 9, 2, 2, 17, 23, 33, 39, 47, 76, 88, 89, 102, 103, 119, 127, 127, 125, 117, 127, 116, 107, 98, 88, 73, 65, 61, 37, 37, 19, 6, 0, 4, 0, 0, 8, 0, 11, 9, 13]","[51, 59, 89, 96, 106, 101, 110, 117, 127, 127, 127, 127, 124, 107, 102, 80, 69, 67, 44, 42, 28, 23, 26, 0, 2, 0, 0, 0, 6, 11, 14, 29, 41, 49, 63, 68, 89, 109, 127, 127, 127, 127, 122, 127, 123, 121, 109, 110, 103, 83, 95, 63, 42, 31, 4, 1, 0, 5, 9, 2, 2, 17, 23, 33, 39, 47, 76, 88, 89, 102, 103, 119, 127, 127, 125, 117, 127, 116, 107, 98, 88, 73, 65, 61, 37, 37, 19, 6, 0, 4, 0, 0, 8, 0, 11, 9, 13]"
In-Distribution,10,exact_guidance_u,237,0,98,97,"[129, 51, 59, 89, 96, 106, 101, 110, 117, 127, 127, 127, 127, 124, 107, 102, 80, 69, 67, 44, 42, 28, 23, 26, 0, 2, 0, 0, 0, 6, 11, 14, 29, 41, 49, 63, 68, 89, 109, 127, 127, 127, 127, 122, 127, 123, 121, 109, 110, 103, 83, 95, 63, 42, 31, 4, 1, 0, 5, 9, 2, 2, 17, 23, 33, 39, 47, 76, 88, 89, 102, 103, 119, 127, 127, 125, 117, 127, 116, 107, 98, 88, 73, 65, 61, 37, 37, 19, 6, 0, 4, 0, 0, 8, 0, 11, 9, 13]","[51, 59, 89, 96, 106, 101, 110, 117, 127, 127, 127, 127, 124, 107, 102, 80, 69, 67, 44, 42, 28, 23, 26, 0, 2, 0, 0, 0, 6, 11, 14, 29, 41, 49, 63, 68, 89, 109, 127, 127, 127, 127, 122, 127, 123, 121, 109, 110, 103, 83, 95, 63, 42, 31, 4, 1, 0, 5, 9, 2, 2, 17, 23, 33, 39, 47, 76, 88, 89, 102, 103, 119, 127, 127, 125, 117, 127, 116, 107, 98, 88, 73, 65, 61, 37, 37, 19, 6, 0, 4, 0, 0, 8, 0, 11, 9, 13]"
In-Distribution,10,exact_guidance_u,238,0,98,97,"[129, 51, 59, 89, 96, 106, 101, 110, 117, 127, 127, 127, 127, 124, 107, 102, 80, 69, 67, 44, 42, 28, 23, 26, 0, 2, 0, 0, 0, 6, 11, 14, 29, 41, 49, 63, 68, 89, 109, 127, 127, 127, 127, 122, 127, 123, 121, 109, 110, 103, 83, 95, 63, 42, 31, 4, 1, 0, 5, 9, 2, 2, 17, 23, 33, 39, 47, 76, 88, 89, 102, 103, 119, 127, 127, 125, 117, 127, 116, 107, 98, 88, 73, 65, 61, 37, 37, 19, 6, 0, 4, 0, 0, 8, 0, 11, 9, 13]","[51, 59, 89, 96, 106, 101, 110, 117, 127, 127, 127, 127, 124, 107, 102, 80, 69, 67, 44, 42, 28, 23, 26, 0, 2, 0, 0, 0, 6, 11, 14, 29, 41, 49, 63, 68, 89, 109, 127, 127, 127, 127, 122, 127, 123, 121, 109, 110, 103, 83, 95, 63, 42, 31, 4, 1, 0, 5, 9, 2, 2, 17, 23, 33, 39, 47, 76, 88, 89, 102, 103, 119, 127, 127, 125, 117, 127, 116, 107, 98, 88, 73, 65, 61, 37, 37, 19, 6, 0, 4, 0, 0, 8, 0, 11, 9, 13]"
In-Distribution,10,exact_guidance_u,239,0,98,97,"[129, 51, 59, 89, 96, 106, 101, 110, 117, 127, 127, 127, 127, 124, 107, 102, 80, 69, 67, 44, 42, 28, 23, 26, 0, 2, 0, 0, 0, 6, 11, 14, 29, 41, 49, 63, 68, 89, 109, 127, 127, 127, 127, 122, 127, 123, 121, 109, 110, 103, 83, 95, 63, 42, 31, 4, 1, 0, 5, 9, 2, 2, 17, 23, 33, 39, 47, 76, 88, 89, 102, 103, 119, 127, 127, 125, 117, 127, 116, 107, 98, 88, 73, 65, 61, 37, 37, 19, 6, 0, 4, 0, 0, 8, 0, 11, 9, 13]","[51, 59, 89, 96, 106, 101, 110, 117, 127, 127, 127, 127, 124, 107, 102, 80, 69, 67, 44, 42, 28, 23, 26, 0, 2, 0, 0, 0, 6, 11, 14, 29, 41, 49, 63, 68, 89, 109, 127, 127, 127, 127, 122, 127, 123, 121, 109, 110, 103, 83, 95, 63, 42, 31, 4, 1, 0, 5, 9, 2, 2, 17, 23, 33, 39, 47, 76, 88, 89, 102, 103, 119, 127, 127, 125, 117, 127, 116, 107, 98, 88, 73, 65, 61, 37, 37, 19, 6, 0, 4, 0, 0, 8, 0, 11, 9, 13]"
In-Distribution,10,exact_guidance_u,240,0,98,97,"[129, 51, 59, 89, 96, 106, 101, 110, 117, 127, 127, 127, 127, 124, 107, 102, 80, 69, 67, 44, 42, 28, 23, 26, 0, 2, 0, 0, 0, 6, 11, 14, 29, 41, 49, 63, 68, 89, 109, 127, 127, 127, 127, 122, 127, 123, 121, 109, 110, 103, 83, 95, 63, 42, 31, 4, 1, 0, 5, 9, 2, 2, 17, 23, 33, 39, 47, 76, 88, 89, 102, 103, 119, 127, 127, 125, 117, 127, 116, 107, 98, 88, 73, 65, 61, 37, 37, 19, 6, 0, 4, 0, 0, 8, 0, 11, 9, 13]","[51, 59, 89, 96, 106, 101, 110, 117, 127, 127, 127, 127, 124, 107, 102, 80, 69, 67, 44, 42, 28, 23, 26, 0, 2, 0, 0, 0, 6, 11, 14, 29, 41, 49, 63, 68, 89, 109, 127, 127, 127, 127, 122, 127, 123, 121, 109, 110, 103, 83, 95, 63, 42, 31, 4, 1, 0, 5, 9, 2, 2, 17, 23, 33, 39, 47, 76, 88, 89, 102, 103, 119, 127, 127, 125, 117, 127, 116, 107, 98, 88, 73, 65, 61, 37, 37, 19, 6, 0, 4, 0, 0, 8, 0, 11, 9, 13]"
In-Distribution,10,exact_guidance_u,241,0,98,97,"[129, 51, 59, 89, 96, 106, 101, 110, 117, 127, 127, 127, 127, 124, 107, 102, 80, 69, 67, 44, 42, 28, 23, 26, 0, 2, 0, 0, 0, 6, 11, 14, 29, 41, 49, 63, 68, 89, 109, 127, 127, 127, 127, 122, 127, 123, 121, 109, 110, 103, 83, 95, 63, 42, 31, 4, 1, 0, 5, 9, 2, 2, 17, 23, 33, 39, 47, 76, 88, 89, 102, 103, 119, 127, 127, 125, 117, 127, 116, 107, 98, 88, 73, 65, 61, 37, 37, 19, 6, 0, 4, 0, 0, 8, 0, 11, 9, 13]","[51, 59, 89, 96, 106, 101, 110, 117, 127, 127, 127, 127, 124, 107, 102, 80, 69, 67, 44, 42, 28, 23, 26, 0, 2, 0, 0, 0, 6, 11, 14, 29, 41, 49, 63, 68, 89, 109, 127, 127, 127, 127, 122, 127, 123, 121, 109, 110, 103, 83, 95, 63, 42, 31, 4, 1, 0, 5, 9, 2, 2, 17, 23, 33, 39, 47, 76, 88, 89, 102, 103, 119, 127, 127, 125, 117, 127, 116, 107, 98, 88, 73, 65, 61, 37, 37, 19, 6, 0, 4, 0, 0, 8, 0, 11, 9, 13]"
In-Distribution,10,exact_guidance_u,242,0,98,97,"[129, 51, 59, 89, 96, 106, 101, 110, 117, 127, 127, 127, 127, 124, 107, 102, 80, 69, 67, 44, 42, 28, 23, 26, 0, 2, 0, 0, 0, 6, 11, 14, 29, 41, 49, 63, 68, 89, 109, 127, 127, 127, 127, 122, 127, 123, 121, 109, 110, 103, 83, 95, 63, 42, 31, 4, 1, 0, 5, 9, 2, 2, 17, 23, 33, 39, 47, 76, 88, 89, 102, 103, 119, 127, 127, 125, 117, 127, 116, 107, 98, 88, 73, 65, 61, 37, 37, 19, 6, 0, 4, 0, 0, 8, 0, 11, 9, 13]","[51, 59, 89, 96, 106, 101, 110, 117, 127, 127, 127, 127, 124, 107, 102, 80, 69, 67, 44, 42, 28, 23, 26, 0, 2, 0, 0, 0, 6, 11, 14, 29, 41, 49, 63, 68, 89, 109, 127, 127, 127, 127, 122, 127, 123, 121, 109, 110, 103, 83, 95, 63, 42, 31, 4, 1, 0, 5, 9, 2, 2, 17, 23, 33, 39, 47, 76, 88, 89, 102, 103, 119, 127, 127, 125, 117, 127, 116, 107, 98, 88, 73, 65, 61, 37, 37, 19, 6, 0, 4, 0, 0, 8, 0, 11, 9, 13]"
